ProductId,UserId,Score
678f9457fb533fe0d8011c1b,A32D3PHUHP55XX,1
678f94e6fb533fe0d8011c3e,AWX2C6PPAMFX0,2
678f95b6fb533fe0d8011c8e,A3D6OI36USYOU1,2
678f97fffb533fe0d8011d40,A1OPZ3BUTEL47R,4
678f9602fb533fe0d8011cc0,AIREHOF22MIBM,4
678f97fffb533fe0d8011d40,A2GJY07YHOLGD2,5
678f989efb533fe0d8011d85,A1QEWGUL7NAW3I,5
678f997dfb533fe0d8011dff,A2BO6OT7HS7YLH,1
678f9a04fb533fe0d8011e41,A2NP8RNW9T5BQF,3
678f9a4bfb533fe0d8011e5d,A2AWDAJOV50842,5
678f9cd7fb533fe0d8011f82,A2ENTWUQ7T7318,1
678f9d10fb533fe0d8011f9d,A3FON5X0Z32T03,5
678f9d51fb533fe0d8011faa,ABR4HG1DVNBM6,4
678f7832fb533fe0d801153f,A3JYLDBIUFXZX5,1
678f7ef2fb533fe0d80115f3,AF7KR3DS8W5GM,4
678f8010fb533fe0d801164a,A2KU3O3007MASM,3
678f8062fb533fe0d801166d,A14JEW5023TL0S,1
678f811efb533fe0d80116b7,AOO15UCHWR39I,5
678f820dfb533fe0d80116da,A21ZZUXAM2PUCA,5
678f831cfb533fe0d8011708,A9IT7XQZ1DU1C,5
678f8372fb533fe0d8011743,A2HOOFYY5X4AQ8,1
678f83e5fb533fe0d8011762,A1RIEEU1MQMMC8,5
678f8468fb533fe0d80117c3,A3N4VTNFPMTHEF,5
678f84bafb533fe0d80117e1,A12SPPOZMRVEIM,5
678f8502fb533fe0d801181a,A29KDFQ0VJQFU7,5
678f8761fb533fe0d80118cf,A23K2W3WLBIA0K,5
678f881efb533fe0d8011910,A1KTP3TJTSFPTP,5
678f88b3fb533fe0d801193d,A17UPP7LPJNSKL,5
678f895ffb533fe0d8011993,A1HCDOIFD5K0PV,2
678f8abcfb533fe0d80119c3,A1E7CCS95X1727,3
678f8bdefb533fe0d80119da,A31HE83MU98GBV,5
678f927afb533fe0d8011b44,APF13JRIUP3R2,5
678f92fefb533fe0d8011b72,AAA59EGDB3DTY,5
678f9350fb533fe0d8011b95,A2QSMKSU07K1HV,5
678f93b1fb533fe0d8011bc5,AT89V4PCQUQCW,1
678f93fefb533fe0d8011be3,AX704VFFJVAIR,5
678f8761fb533fe0d80118cf,A3DK288QD8KO56,5
678f9457fb533fe0d8011c1b,A3V4OOD1YGLTBC,5
678f94e6fb533fe0d8011c3e,AIUV1L8QSRS18,5
678f95b6fb533fe0d8011c8e,ATUGU34MFUG8J,5
678f9602fb533fe0d8011cc0,ANGRTZCX57VD7,5
678f97fffb533fe0d8011d40,A3E3VYMRIOEUU7,5
678f989efb533fe0d8011d85,A3VKHO9N0Z8W0R,5
678f997dfb533fe0d8011dff,A2X7GBIKC5SW8G,3
678f9a04fb533fe0d8011e41,A3OXHLG6DIBRW8,5
678f9a4bfb533fe0d8011e5d,A3TXJ103OQPRHS,1
678f9cd7fb533fe0d8011f82,A1UP81S8OCJASL,5
678f9d10fb533fe0d8011f9d,A2N0XGXKS9KTCK,5
678f9d51fb533fe0d8011faa,A237XJUIYPQIF8,5
678f7832fb533fe0d801153f,A1XEHQJ0UHJ18E,1
678f7ef2fb533fe0d80115f3,A3ASKO4R2SZE3D,2
678f8010fb533fe0d801164a,A21LLTNZIINQIU,5
678f8062fb533fe0d801166d,A2BJF9H8MVINKU,5
678f811efb533fe0d80116b7,AP1E6M7YPUDPG,5
678f820dfb533fe0d80116da,ACBWHBWRJBETQ,1
678f831cfb533fe0d8011708,A3325Y4F55MG8T,1
678f8372fb533fe0d8011743,A204271Z2ZM93S,3
678f83e5fb533fe0d8011762,A3TC3MOHAI0YX6,5
678f8468fb533fe0d80117c3,ARBV8U9I8C1BK,5
678f84bafb533fe0d80117e1,A38LSPV8J51J8,4
678f8502fb533fe0d801181a,A38N20C3TSXC35,5
678f8761fb533fe0d80118cf,AZFFBLURKWDT9,5
678f881efb533fe0d8011910,A3AJCNF56KL0B3,5
678f88b3fb533fe0d801193d,AMR1UGZ1QNZFK,4
678f895ffb533fe0d8011993,AJFHVB9D4UJY3,5
678f8abcfb533fe0d80119c3,AME2DBKR68KJ9,5
678f8bdefb533fe0d80119da,A2KJGKSE2GFG5I,5
678f927afb533fe0d8011b44,A1EUH5T3M85UF1,4
678f811efb533fe0d80116b7,A2UCU0Q11W42H1,5
678f92fefb533fe0d8011b72,A2R5VI6PPEALEO,5
678f9350fb533fe0d8011b95,A3JBZOWIZXLY3C,5
678f93b1fb533fe0d8011bc5,AEVJ4FTM0XNUB,5
678f93fefb533fe0d8011be3,A1YYRB8YGIGPUA,5
678f9457fb533fe0d8011c1b,A3U29LBT749HJ0,4
678f94e6fb533fe0d8011c3e,AZUM4GJWA37JM,5
678f95b6fb533fe0d8011c8e,A1ALBURN0I6H5K,5
678f9602fb533fe0d8011cc0,A7AHQQPZ8IO9E,5
678f97fffb533fe0d8011d40,A2G6HQN6P9X1A5,5
678f989efb533fe0d8011d85,A1M5MVOW5J9CGL,4
678f997dfb533fe0d8011dff,A1IAD5IW4KYVXO,5
678f9a04fb533fe0d8011e41,AZ1AOYE3JFQRR,5
678f9a4bfb533fe0d8011e5d,A142CJN2IB9C9Q,3
678f9cd7fb533fe0d8011f82,A32QZJYDDN42S3,4
678f9d10fb533fe0d8011f9d,A3FY3H6F4249E0,4
678f9d51fb533fe0d8011faa,A3EPHBMU07LZ50,5
678f7832fb533fe0d801153f,A3F9CMU8KNAY1M,5
678f7ef2fb533fe0d80115f3,AQRN2I355LZ3F,2
678f8010fb533fe0d801164a,A13MA6YULAYQ67,5
678f8062fb533fe0d801166d,A38ZJ23L9L2211,1
678f811efb533fe0d80116b7,A2XQ4I2LPOPJBK,1
678f820dfb533fe0d80116da,A3963R7EPE3A7E,4
678f831cfb533fe0d8011708,A1RRMZKOMZ2M7J,3
678f8372fb533fe0d8011743,A2QNS95WGN35G9,1
678f83e5fb533fe0d8011762,A3NH7D5TGQ37YO,5
678f8468fb533fe0d80117c3,AN345LGHZZMS4,5
678f84bafb533fe0d80117e1,A2ZRDFXK52QATT,5
678f8502fb533fe0d801181a,A2ESI8PZ7N4ZBR,5
678f8761fb533fe0d80118cf,A12JQNDSRZGCYC,4
678f881efb533fe0d8011910,A3R9H6OKZHHRJD,5
678f88b3fb533fe0d801193d,AGI6HWJXO8ECM,5
678f895ffb533fe0d8011993,A38VV3J6DQ5LSC,3
678f8abcfb533fe0d80119c3,A17TK9EJNAPBQI,5
678f8bdefb533fe0d80119da,A2TPR6CK4KGRP6,3
678f927afb533fe0d8011b44,A3J0MRYJSZJP56,5
678f92fefb533fe0d8011b72,A4MC1DUPV4YI8,5
678f9350fb533fe0d8011b95,A1UFPQ3C1MI3QC,5
678f93b1fb533fe0d8011bc5,A2OIA627F9Q3YL,5
678f93fefb533fe0d8011be3,A2JSZ6AOXJFQMU,3
678f9457fb533fe0d8011c1b,A3SFLDX8VQ1VD0,4
678f94e6fb533fe0d8011c3e,A1WOCV4NLFA80T,5
678f95b6fb533fe0d8011c8e,A21Y403ATOOG2S,3
678f9602fb533fe0d8011cc0,A1K43RH7MIL9IH,5
678f97fffb533fe0d8011d40,A2UNX4P6FFNOLU,5
678f989efb533fe0d8011d85,A2NIQ4QQJX2LQ1,5
678f997dfb533fe0d8011dff,AR0KN4W0ZDOHS,5
678f9a04fb533fe0d8011e41,A22KNPVJXQ2KYE,5
678f9a4bfb533fe0d8011e5d,A3RI57SH1QFOW0,1
678f9cd7fb533fe0d8011f82,A3J6TE3SKSYBUI,5
678f9d10fb533fe0d8011f9d,A20IICBHUUL6OP,1
678f9d51fb533fe0d8011faa,AB5EJ0094R8N9,5
678f7832fb533fe0d801153f,A2V3SLJVKQPWEQ,1
678f8bdefb533fe0d80119da,A15QRUAQB1QWVD,5
678f7ef2fb533fe0d80115f3,A1EVKH7MDRVJMR,5
678f8010fb533fe0d801164a,A2ZB8B7VQONZA6,5
678f8062fb533fe0d801166d,A1PDYQZUEM9L9G,1
678f811efb533fe0d80116b7,A6AC8EOYP7T50,5
678f820dfb533fe0d80116da,A2FUD7TNC8HRYG,5
678f831cfb533fe0d8011708,A14L9HQL6COR46,5
678f8372fb533fe0d8011743,A2M0SEJG12750K,5
678f83e5fb533fe0d8011762,A21FO8HXJECL08,5
678f8468fb533fe0d80117c3,A3G12P25ZQTB0V,5
678f84bafb533fe0d80117e1,A3CHY14975C8DJ,5
678f8502fb533fe0d801181a,A30MR26SGJ8UIK,4
678f8761fb533fe0d80118cf,AIDER0U54CSFQ,5
678f881efb533fe0d8011910,A2CIMV7HH6BWN1,5
678f88b3fb533fe0d801193d,A3KLH94HC02CV2,5
678f895ffb533fe0d8011993,A2VUD4SPJO4V33,5
678f8abcfb533fe0d80119c3,AH292J1R5DI89,5
678f8bdefb533fe0d80119da,A22J92A80WI059,4
678f927afb533fe0d8011b44,A2H190J0LDJZJZ,1
678f92fefb533fe0d8011b72,A2AWVROFGSZU4E,2
678f9350fb533fe0d8011b95,A3LAYCTGSO1IQR,5
678f93b1fb533fe0d8011bc5,A1YPZ7GFDEPO13,5
678f93fefb533fe0d8011be3,AD3QW5856IWO,1
678f9457fb533fe0d8011c1b,A209D61DH0HZMA,5
678f94e6fb533fe0d8011c3e,A1DNHLJNBEZC99,2
678f95b6fb533fe0d8011c8e,A3TMOO270P4QKP,4
678f9602fb533fe0d8011cc0,A2BMGDT1A07CM1,4
678f97fffb533fe0d8011d40,A14I5Y6DMGTHXT,1
678f989efb533fe0d8011d85,A39CSP03V58DR3,5
678f997dfb533fe0d8011dff,AWSVN140XTW5R,3
678f9a04fb533fe0d8011e41,A3NOS22H78I2O3,4
678f9a4bfb533fe0d8011e5d,A3FVAR22X94L2L,5
678f9cd7fb533fe0d8011f82,A3CVOWPTIOSR2O,5
678f9d10fb533fe0d8011f9d,A3L61G6N7AT8N2,5
678f9d51fb533fe0d8011faa,A2LGOMSYQJ5PZS,5
678f7832fb533fe0d801153f,A1R08AO64XB5JH,5
678f7ef2fb533fe0d80115f3,A35F0AG65N41TM,2
678f8010fb533fe0d801164a,AUBU4WZHN9FAA,5
678f8062fb533fe0d801166d,A339PQ2W6TVUTW,5
678f811efb533fe0d80116b7,A2ZFOAZMB9JIFR,5
678f820dfb533fe0d80116da,A2WI8CZ5PUQ5V4,5
678f831cfb533fe0d8011708,A24TQZ37HTXHOA,5
678f8372fb533fe0d8011743,A1TOAE2ILQT5UJ,1
678f83e5fb533fe0d8011762,A3PB4HBMN7PH4E,5
678f8468fb533fe0d80117c3,A25GNEJZ1YW2FN,1
678f84bafb533fe0d80117e1,A6O1Z8847S5GS,5
678f8502fb533fe0d801181a,ADVD6AA27D45V,5
678f8761fb533fe0d80118cf,A1VIKP3V72F283,5
678f881efb533fe0d8011910,A18TOZ8633JCXK,5
678f88b3fb533fe0d801193d,A1R9VHB0230SUO,5
678f895ffb533fe0d8011993,A237VQH08BM176,5
678f8abcfb533fe0d80119c3,AQXXALB466WE7,5
678f8bdefb533fe0d80119da,A2PNRDI2Y3IY46,5
678f927afb533fe0d8011b44,A4O6QVFWSPZ6S,4
678f92fefb533fe0d8011b72,AX1S6DGQ4UIO6,5
678f9350fb533fe0d8011b95,A21XAOVJZJ818M,5
678f93b1fb533fe0d8011bc5,A3QZXC23H87F7H,4
678f93fefb533fe0d8011be3,A6ENFIT6W616A,5
678f9457fb533fe0d8011c1b,A8UGAUH96EJPN,5
678f94e6fb533fe0d8011c3e,A3OONVT563P3I0,5
678f95b6fb533fe0d8011c8e,A236V1U1P2K4OG,2
678f9602fb533fe0d8011cc0,A1D36J26J3BW05,5
678f97fffb533fe0d8011d40,AR1NETYRG6KKM,4
678f989efb533fe0d8011d85,A18Y2ULJ1RPJNW,4
678f997dfb533fe0d8011dff,A2LQUQKIJ7RGNW,3
678f9a04fb533fe0d8011e41,A37S1Z7ES7XS8P,5
678f9a4bfb533fe0d8011e5d,A2OY3MCJQSRSUO,5
678f9cd7fb533fe0d8011f82,A1TFR1S0GRVLIL,1
678f9d10fb533fe0d8011f9d,A164038WZ4WWBD,5
678f9d51fb533fe0d8011faa,A1YN7ZBCHUJZ34,5
678f7832fb533fe0d801153f,A1I2IEKW9FNJBG,5
678f7ef2fb533fe0d80115f3,A1UBHWCJYZ62T8,5
678f8010fb533fe0d801164a,A3SWMWVQDTCDMA,5
678f8062fb533fe0d801166d,AUKES5H8YTOEE,2
678f811efb533fe0d80116b7,A2MGHRT8U9UBG5,5
678f820dfb533fe0d80116da,A4FTSKM6P1JOW,5
678f831cfb533fe0d8011708,A3S0NLOYA5MIAO,1
678f8372fb533fe0d8011743,A149XXYGR6WKS9,5
678f83e5fb533fe0d8011762,A3QKRKODKBN4Q1,3
678f8761fb533fe0d80118cf,AG8VYDW8FCDIR,5
678f8468fb533fe0d80117c3,A1N10E26UAQ2TF,5
678f84bafb533fe0d80117e1,A3F3B1JPACN215,5
678f8502fb533fe0d801181a,A1E8EJBUPY3ZAC,5
678f8761fb533fe0d80118cf,A1F24DLE8JVWL,5
678f989efb533fe0d8011d85,A25UTJ1AXFC0Z9,1
678f881efb533fe0d8011910,ANMGYT60QP4CM,5
678f88b3fb533fe0d801193d,A3B6TOEXSQVO24,5
678f895ffb533fe0d8011993,A3LSB0HOUROUVV,5
678f8abcfb533fe0d80119c3,A36NI3QI7DAVGE,5
678f8bdefb533fe0d80119da,A1TR1UT14P4DN2,1
678f927afb533fe0d8011b44,A30VESJC65X8W3,5
678f92fefb533fe0d8011b72,A28F80GKYG7XBO,5
678f9350fb533fe0d8011b95,A2CKFJPUBIT0XI,4
678f93b1fb533fe0d8011bc5,AMDZ1PZ9VQ21L,2
678f94e6fb533fe0d8011c3e,A1OBP6V2DESQGK,4
678f93fefb533fe0d8011be3,AV6BQVVC1XE4E,5
678f9457fb533fe0d8011c1b,A22HYNTJXQHP25,5
678f94e6fb533fe0d8011c3e,A27C44BIRQH3QW,5
678f95b6fb533fe0d8011c8e,AUTTZUXQ5S37S,5
678f9602fb533fe0d8011cc0,A2ODJYYUL6XP9F,5
678f97fffb533fe0d8011d40,AXO4PQU0XG3TG,4
678f989efb533fe0d8011d85,A2LGWBIT9WCTVA,5
678f997dfb533fe0d8011dff,A2OXB59LT4ONFY,5
678f9a04fb533fe0d8011e41,A29GUXSG5VWOF7,5
678f9a4bfb533fe0d8011e5d,A2ZF7PGU7Q3BMQ,2
678f8062fb533fe0d801166d,A3NP2GKVTDYC6O,3
678f9cd7fb533fe0d8011f82,A1O5EEEAHCA2PE,5
678f9d10fb533fe0d8011f9d,A30I10IWBOB3Q9,4
678f9d51fb533fe0d8011faa,A219KHI2KW5CCF,1
678f7832fb533fe0d801153f,A2L68GWZ0J1TYG,5
678f7ef2fb533fe0d80115f3,A24Y04UPDYO1VV,1
678f8010fb533fe0d801164a,A87XWL0X05ZQE,5
678f8062fb533fe0d801166d,A1GMH7G6HQNJXA,5
678f811efb533fe0d80116b7,A36EV3N3O9IEUX,5
678f820dfb533fe0d80116da,A2POEZE9CZ7J7C,3
678f831cfb533fe0d8011708,A4C7W3UWP723C,5
678f8372fb533fe0d8011743,A3NS53MPYCA8K1,1
678f83e5fb533fe0d8011762,A15K2KEB3V63NY,5
678f8468fb533fe0d80117c3,A2H9V6SHHTAIFT,5
678f84bafb533fe0d80117e1,AVF9VVY00IX4O,5
678f8502fb533fe0d801181a,A11LNY2OLQSUSV,5
678f8761fb533fe0d80118cf,AHBPJTC499VT1,1
678f881efb533fe0d8011910,A383NKR00Z7FUK,5
678f88b3fb533fe0d801193d,A3MENKUKMLPAI2,5
678f895ffb533fe0d8011993,A30MHQ1284BYU6,5
678f8abcfb533fe0d80119c3,AUB5DZKLOS0QE,3
678f8bdefb533fe0d80119da,A37FC6S2HJSPOM,1
678f927afb533fe0d8011b44,A3NO8T1OUFRRRF,5
678f92fefb533fe0d8011b72,A39EH0SU5305W6,5
678f9350fb533fe0d8011b95,AISIJIUHHZNHQ,5
678f93b1fb533fe0d8011bc5,A1JI0N194W43D2,4
678f93fefb533fe0d8011be3,AGSUTLBN4LRJ,5
678f9457fb533fe0d8011c1b,A1D1CFJTFLJS6V,5
678f94e6fb533fe0d8011c3e,AYZ7BXEHLWQ9,5
678f95b6fb533fe0d8011c8e,A391RJ8646SYY1,4
678f9602fb533fe0d8011cc0,A1YKVTUDRNJZ7,5
678f97fffb533fe0d8011d40,A23QZY9ZSSV9OZ,5
678f989efb533fe0d8011d85,A2BTBSFYZFWDFS,1
678f997dfb533fe0d8011dff,A249EEZN6ATA0I,5
678f9a04fb533fe0d8011e41,A11IJMMES6CQXK,5
678f9457fb533fe0d8011c1b,AIRCNVZFAOMFW,5
678f9a4bfb533fe0d8011e5d,A3MDETK0D5UAIN,5
678f9cd7fb533fe0d8011f82,A1Y8PUAB1S3Z0V,5
678f9d10fb533fe0d8011f9d,A38C7P4RGR91AV,1
678f9d51fb533fe0d8011faa,AHOLW06PC47JA,5
678f7832fb533fe0d801153f,A3NNRZ2FENTBF1,5
678f7ef2fb533fe0d80115f3,A1Y1ZEAVQPTCR7,3
678f8010fb533fe0d801164a,A33TKXWXKL1HCY,5
678f8062fb533fe0d801166d,A32GRANICH7CST,5
678f811efb533fe0d80116b7,A35Q0RBM3YNQNF,5
678f820dfb533fe0d80116da,A1US0ADAQKIQSZ,5
678f831cfb533fe0d8011708,A24DVMKSO8JR3Z,5
678f8372fb533fe0d8011743,A3TP31S61PPE3G,1
678f83e5fb533fe0d8011762,AZOK30I0108WV,4
678f820dfb533fe0d80116da,AGYGVU3KGB81L,1
678f8468fb533fe0d80117c3,A325RWA8LHK2QJ,5
678f84bafb533fe0d80117e1,A267U5ACM1VWHW,5
678f8502fb533fe0d801181a,AUDQIJOG4JI87,5
678f8761fb533fe0d80118cf,ARXDKTGDQ9SDL,5
678f881efb533fe0d8011910,A28RJ41EM7NX5G,5
678f88b3fb533fe0d801193d,A2ZMQA8Y0X15J6,5
678f895ffb533fe0d8011993,A264XXAQG3ZV4A,5
678f8abcfb533fe0d80119c3,A3RTK2OIDCN1E2,1
678f8bdefb533fe0d80119da,AF42HX1CY5TTA,1
678f927afb533fe0d8011b44,A1VC64SY1FXCLY,5
678f92fefb533fe0d8011b72,A2JPBC58LX0HHL,5
678f9350fb533fe0d8011b95,AF7KVFTGUBK98,4
678f93b1fb533fe0d8011bc5,AO3VPTQ4CKAH1,5
678f93fefb533fe0d8011be3,A39Y59C6FTC0GL,2
678f9457fb533fe0d8011c1b,A10ZK1IH0PDGJU,5
678f94e6fb533fe0d8011c3e,A3EDHHNA8R84S6,5
678f95b6fb533fe0d8011c8e,A2CZ4OA313WSKS,5
678f9602fb533fe0d8011cc0,A1MT18CTADFC0Z,5
678f97fffb533fe0d8011d40,A18781T81NS8Q4,5
678f989efb533fe0d8011d85,A1ILMDO2212ZZ9,5
678f95b6fb533fe0d8011c8e,A1JWGWCWSME1EP,5
678f997dfb533fe0d8011dff,A1UGNOPINPL36E,5
678f9a04fb533fe0d8011e41,A2OHQ5WN6Y4S70,3
678f820dfb533fe0d80116da,A1ZGXZW37JEZWH,1
678f9a4bfb533fe0d8011e5d,A12OF4IM7A8YS,5
678f9cd7fb533fe0d8011f82,A1JNAAE7CXKK1A,3
678f9d10fb533fe0d8011f9d,A1MCTJ9XJSBLK9,5
678f9d51fb533fe0d8011faa,A2XLFTXR96Q60M,5
678f7832fb533fe0d801153f,A1B4FAWZPZPSS6,1
678f7ef2fb533fe0d80115f3,AGUUFW1YH4H6,2
678f8010fb533fe0d801164a,A1KXDITKT62CPB,4
678f8062fb533fe0d801166d,A2IYX5W3A1N3VB,1
678f811efb533fe0d80116b7,A3BONKBH1O53JY,2
678f94e6fb533fe0d8011c3e,AX120D9VA32,2
678f820dfb533fe0d80116da,A2BY5Z02OC1WJF,5
678f831cfb533fe0d8011708,A2XFA2HIIKS5G2,5
678f8372fb533fe0d8011743,AUCW2I68TDTQ5,5
678f83e5fb533fe0d8011762,A37CENQP0ZNKVE,5
678f8468fb533fe0d80117c3,A3DM7GW5SNEXPE,3
678f83e5fb533fe0d8011762,A2PK64OVZA1U8Z,5
678f84bafb533fe0d80117e1,AJ0GVUINU2529,5
678f8502fb533fe0d801181a,A69USD3O20COA,5
678f8761fb533fe0d80118cf,A2PVJUPP3XEIN9,5
678f881efb533fe0d8011910,A2YQ2ZI65F37N8,5
678f88b3fb533fe0d801193d,A1IU0THBTTLPUU,5
678f895ffb533fe0d8011993,AJ9LFWP6L0XDR,5
678f8abcfb533fe0d80119c3,AECY98YRRAS1A,5
678f8bdefb533fe0d80119da,A1BY3RGSZEQEOK,5
678f927afb533fe0d8011b44,A2KREUV62M6KQ4,4
678f92fefb533fe0d8011b72,A361O2S2NG2VW3,2
678f9350fb533fe0d8011b95,A1MJ4WTOYW9WXZ,5
678f93b1fb533fe0d8011bc5,A1SDD92YHPVZRM,5
678f92fefb533fe0d8011b72,A1NR17IAE4W4D3,2
678f93fefb533fe0d8011be3,A2M0X2N1Z8M6L4,5
678f9457fb533fe0d8011c1b,A3328WR0QVWPO3,1
678f94e6fb533fe0d8011c3e,AX9UTT1WPZ5YT,3
678f7ef2fb533fe0d80115f3,A2JCTH2LDJ3K4C,2
678f95b6fb533fe0d8011c8e,A1ZSF5CJ0A4CIO,5
678f9602fb533fe0d8011cc0,A3DDYUIC6ZWLVE,5
678f97fffb533fe0d8011d40,AGSA7VMB0HL4F,5
678f989efb533fe0d8011d85,A1EGV05R8R5Q3G,5
678f997dfb533fe0d8011dff,A2X1WDSHN46GA8,1
678f9a04fb533fe0d8011e41,A3P831VIIEND9L,1
